name,gt,pred
@552118.8018618575@4182711.0535427444@37.79027557@-122.40805817@_2.jpg,"(37.79027557, -122.40805817)","(37.790278, -122.407889)"
@552120.1657080767@4182495.624949588@37.78833389@-122.40805817@.jpg,"(37.78833389, -122.40805817)","(37.785833, -122.411298)"
@552121.4323593323@4182401.6704579173@37.78748703@-122.40805054@.jpg,"(37.78748703, -122.40805054)","(37.787366, -122.408085)"
@552123.4558884044@4182400.413954712@37.78747559@-122.40802765@.jpg,"(37.78747559, -122.40802765)","(37.78844, -122.408482)"
@552124.3165197878@4183219.4202129883@37.79485703@-122.40795898@.jpg,"(37.79485703, -122.40795898)","(37.794928, -122.40808)"
@552127.704680437@4182259.919847409@37.78620911@-122.4079895@.jpg,"(37.78620911, -122.4079895)","(37.786366, -122.408053)"
@552122.9756748477@4183218.98787711@37.79485321@-122.40797424@.jpg,"(37.79485321, -122.40797424)","(37.794958, -122.407986)"
@552143.6569196348@4182711.2109373617@37.79027557@-122.40777588@.jpg,"(37.79027557, -122.40777588)","(37.790315, -122.40758)"
@552133.1214229232@4182253.1815126147@37.78614807@-122.40792847@.jpg,"(37.78614807, -122.40792847)","(37.78633, -122.408046)"
@552144.2413257811@4182618.9452514076@37.78944397@-122.40777588@.jpg,"(37.78944397, -122.40777588)","(37.789355, -122.407585)"
@552119.6471171472@4183426.36230949@37.79672241@-122.40799713@.jpg,"(37.79672241, -122.40799713)","(37.796749, -122.408048)"
@552144.2413257811@4182618.9452514076@37.78944397@-122.40777588@_1.jpg,"(37.78944397, -122.40777588)","(37.794323, -122.405866)"
@552151.7514680363@4182387.8955639764@37.78736115@-122.40770721@.jpg,"(37.78736115, -122.40770721)","(37.787438, -122.40755)"
@552145.2171034707@4182464.886215465@37.78805542@-122.40777588@.jpg,"(37.78805542, -122.40777588)","(37.788387, -122.407926)"
@552148.3673782898@4183346.1257564314@37.79599762@-122.4076767@.jpg,"(37.79599762, -122.4076767)","(37.795903, -122.407618)"
@552154.4574601705@4183233.155314663@37.7949791@-122.40761566@.jpg,"(37.7949791, -122.40761566)","(37.794994, -122.407647)"
@552163.2152046468@4182487.009069251@37.78825378@-122.40756989@.jpg,"(37.78825378, -122.40756989)","(37.788396, -122.407837)"
@552167.0569992402@4182834.95092914@37.79138947@-122.40750122@.jpg,"(37.79138947, -122.40750122)","(37.791336, -122.407267)"
@552170.4872886811@4183565.5125267534@37.79797363@-122.40740967@.jpg,"(37.79797363, -122.40740967)","(37.797847, -122.407286)"
@552167.8401718083@4182711.3641498038@37.79027557@-122.40750122@_1.jpg,"(37.79027557, -122.40750122)","(37.790321, -122.407536)"
@552167.8401718083@4182711.3641498038@37.79027557@-122.40750122@_2.jpg,"(37.79027557, -122.40750122)","(37.790355, -122.40727)"
@552167.8401718083@4182711.3641498038@37.79027557@-122.40750122@.jpg,"(37.79027557, -122.40750122)","(37.790327, -122.407492)"
@552191.4357779139@4182804.2069620304@37.79111099@-122.40722656@.jpg,"(37.79111099, -122.40722656)","(37.791331, -122.407313)"
@552168.4248490155@4182619.098462698@37.78944397@-122.40750122@.jpg,"(37.78944397, -122.40750122)","(37.789366, -122.407495)"
@552169.2053013784@4182495.9355512005@37.78833389@-122.40750122@_1.jpg,"(37.78833389, -122.40750122)","(37.788438, -122.40744)"
@552191.4357779139@4182804.2069620304@37.79111099@-122.40722656@_1.jpg,"(37.79111099, -122.40722656)","(37.780749, -122.417024)"
@552169.2053013784@4182495.9355512005@37.78833389@-122.40750122@.jpg,"(37.78833389, -122.40750122)","(37.788429, -122.407527)"
@552182.0606835944@4183435.2235885034@37.79679871@-122.4072876@.jpg,"(37.79679871, -122.4072876)","(37.796841, -122.407321)"
@552192.0234242812@4182711.5174332918@37.79027557@-122.40722656@.jpg,"(37.79027557, -122.40722656)","(37.790371, -122.407135)"
@552192.0234242812@4182711.5174332918@37.79027557@-122.40722656@_1.jpg,"(37.79027557, -122.40722656)","(37.790377, -122.40709)"
@552192.6083725494@4182619.251745035@37.78944397@-122.40722656@.jpg,"(37.78944397, -122.40722656)","(37.78947, -122.406979)"
@552192.0234242812@4182711.5174332918@37.79027557@-122.40722656@_2.jpg,"(37.79027557, -122.40722656)","(37.790377, -122.40709)"
@552192.6083725494@4182619.251745035@37.78944397@-122.40722656@_1.jpg,"(37.78944397, -122.40722656)","(37.789372, -122.407451)"
@552196.795720719@4182488.492324964@37.78826523@-122.40718842@.jpg,"(37.78826523, -122.40718842)","(37.788454, -122.407305)"
@552193.3891867362@4182496.088832@37.78833389@-122.40722656@.jpg,"(37.78833389, -122.40722656)","(37.788492, -122.406994)"
@552209.4463735318@4183247.894684667@37.7951088@-122.40699005@.jpg,"(37.7951088, -122.40699005)","(37.795085, -122.406939)"
@552216.0945741724@4182835.2618314633@37.79138947@-122.40694427@.jpg,"(37.79138947, -122.40694427)","(37.791384, -122.406868)"
@552216.8784829971@4182711.675048999@37.79027557@-122.40694427@.jpg,"(37.79027557, -122.40694427)","(37.790421, -122.406733)"
@552217.4637098564@4182619.4093595594@37.78944397@-122.40694427@_3.jpg,"(37.78944397, -122.40694427)","(37.789445, -122.406913)"
@552217.4637098564@4182619.4093595594@37.78944397@-122.40694427@_2.jpg,"(37.78944397, -122.40694427)","(37.789455, -122.406822)"
@552217.4637098564@4182619.4093595594@37.78944397@-122.40694427@.jpg,"(37.78944397, -122.40694427)","(37.78947, -122.406979)"
@552218.2448959185@4182496.2464449448@37.78833389@-122.40694427@_1.jpg,"(37.78833389, -122.40694427)","(37.78848, -122.406788)"
@552217.4637098564@4182619.4093595594@37.78944397@-122.40694427@_1.jpg,"(37.78944397, -122.40694427)","(37.786932, -122.401186)"
@552218.2448959185@4182496.2464449448@37.78833389@-122.40694427@.jpg,"(37.78833389, -122.40694427)","(37.788339, -122.40675)"
@552217.4637098564@4182619.4093595594@37.78944397@-122.40694427@_4.jpg,"(37.78944397, -122.40694427)","(37.789445, -122.406913)"
@552222.2071617118@4182401.0397330197@37.78747559@-122.40690613@.jpg,"(37.78747559, -122.40690613)","(37.787567, -122.406603)"
@552219.6490183861@4183439.6937836194@37.79683685@-122.40686035@.jpg,"(37.79683685, -122.40686035)","(37.796892, -122.406903)"
@552218.2448959185@4182496.2464449448@37.78833389@-122.40694427@_2.jpg,"(37.78833389, -122.40694427)","(37.788586, -122.406802)"
@552234.256285133@4182407.8876925223@37.78753662@-122.4067688@.jpg,"(37.78753662, -122.4067688)","(37.787647, -122.406578)"
@552240.8647859655@4182742.7257195455@37.79055405@-122.40666962@.jpg,"(37.79055405, -122.40666962)","(37.79045, -122.406513)"
@552220.156770528@4182406.528937776@37.78752518@-122.40692902@.jpg,"(37.78752518, -122.40692902)","(37.787552, -122.406736)"
@552237.625730431@4183358.9666330055@37.79610825@-122.40666199@.jpg,"(37.79610825, -122.40666199)","(37.796019, -122.406692)"
@552241.6463535134@4182619.5627803765@37.78944397@-122.40666962@.jpg,"(37.78944397, -122.40666962)","(37.7894, -122.406958)"
@552339.5267726526@4182651.081869352@37.78972244@-122.40555573@_3.jpg,"(37.78972244, -122.40555573)","(37.789665, -122.405222)"
@552241.7748728016@4182281.8050896376@37.78639984@-122.4066925@_1.jpg,"(37.78639984, -122.4066925)","(37.786425, -122.407971)"
@552241.0608556027@4182711.828470968@37.79027557@-122.40666962@.jpg,"(37.79027557, -122.40666962)","(37.790421, -122.406733)"
@552241.6463535134@4182619.5627803765@37.78944397@-122.40666962@_1.jpg,"(37.78944397, -122.40666962)","(37.789445, -122.406913)"
@552242.4279013863@4182496.3998642224@37.78833389@-122.40666962@.jpg,"(37.78833389, -122.40666962)","(37.788532, -122.406627)"
@552243.0352623409@4182506.562670553@37.78842545@-122.40666199@.jpg,"(37.78842545, -122.40666199)","(37.788536, -122.406638)"
@552241.7748728016@4182281.8050896376@37.78639984@-122.4066925@.jpg,"(37.78639984, -122.4066925)","(37.786552, -122.406989)"
@552265.9159149481@4182711.986234743@37.79027557@-122.40638733@.jpg,"(37.79027557, -122.40638733)","(37.790457, -122.406469)"
@552259.7654730823@4182516.8266949826@37.788517@-122.40647125@.jpg,"(37.788517, -122.40647125)","(37.788556, -122.406449)"
@552268.4928310083@4182411.9140256606@37.78757095@-122.4063797@.jpg,"(37.78757095, -122.4063797)","(37.787607, -122.406164)"
@552257.789843251@4182298.8371934276@37.78655243@-122.4065094@.jpg,"(37.78655243, -122.4065094)","(37.786595, -122.406404)"
@552265.9159149481@4182711.986234743@37.79027557@-122.40638733@_1.jpg,"(37.79027557, -122.40638733)","(37.790484, -122.406248)"
@552267.2644298874@4183346.0333527983@37.79598999@-122.40632629@.jpg,"(37.79598999, -122.40632629)","(37.794216, -122.406738)"
@552265.1312698799@4182835.5730203367@37.79138947@-122.40638733@.jpg,"(37.79138947, -122.40638733)","(37.791449, -122.406337)"
@552266.5016914497@4182619.720542966@37.78944397@-122.40638733@.jpg,"(37.78944397, -122.40638733)","(37.787391, -122.411589)"
@552268.4928310083@4182411.9140256606@37.78757095@-122.4063797@_1.jpg,"(37.78757095, -122.4063797)","(37.787617, -122.406077)"
@552236.3662565579@4182498.901139918@37.78835678@-122.40673828@.jpg,"(37.78835678, -122.40673828)","(37.788444, -122.40678)"
@552270.1536618278@4182573.609028377@37.78902817@-122.40634918@.jpg,"(37.78902817, -122.40634918)","(37.788646, -122.405708)"
@552269.8553609704@4182514.7737455405@37.78849792@-122.40635681@.jpg,"(37.78849792, -122.40635681)","(37.793483, -122.398827)"
@552277.8437795052@4182526.2527350234@37.78860092@-122.40626526@.jpg,"(37.78860092, -122.40626526)","(37.788622, -122.405929)"
@552270.9356529913@4182556.260778184@37.78887177@-122.40634155@.jpg,"(37.78887177, -122.40634155)","(37.788617, -122.405974)"
@552279.4076687887@4183443.4594761357@37.79686737@-122.40618134@.jpg,"(37.79686737, -122.40618134)","(37.797006, -122.406269)"
@552290.6852162107@4182619.874113434@37.78944397@-122.40611267@.jpg,"(37.78944397, -122.40611267)","(37.789562, -122.405979)"
@552289.9029149448@4182743.0370557248@37.79055405@-122.40611267@.jpg,"(37.79055405, -122.40611267)","(37.790507, -122.406071)"
@552302.8390256179@4183455.8832109924@37.796978@-122.40591431@.jpg,"(37.796978, -122.40591431)","(37.797002, -122.406017)"
@552304.7695126941@4183257.8111565835@37.79519272@-122.40590668@.jpg,"(37.79519272, -122.40590668)","(37.795212, -122.405963)"
@552308.7207095032@4182530.2579121646@37.78863525@-122.40591431@.jpg,"(37.78863525, -122.40591431)","(37.788637, -122.405796)"
@552313.6933996038@4182804.982983625@37.79111099@-122.40583801@.jpg,"(37.79111099, -122.40583801)","(37.791394, -122.406466)"
@552313.300709025@4182866.77638376@37.79166794@-122.40583801@.jpg,"(37.79166794, -122.40583801)","(37.79142, -122.406246)"
@552314.2824226477@4182712.2934490317@37.79027557@-122.40583801@.jpg,"(37.79027557, -122.40583801)","(37.786361, -122.408459)"
@552320.942307958@4182404.205221917@37.78749847@-122.40578461@.jpg,"(37.78749847, -122.40578461)","(37.787676, -122.40567)"
@552314.8687412717@4182620.027754948@37.78944397@-122.40583801@.jpg,"(37.78944397, -122.40583801)","(37.789591, -122.405759)"
@552325.57581436@4182309.4255529228@37.78664398@-122.40573883@_1.jpg,"(37.78664398, -122.40573883)","(37.786665, -122.406255)"
@552325.57581436@4182309.4255529228@37.78664398@-122.40573883@.jpg,"(37.78664398, -122.40573883)","(37.786651, -122.40642)"
@552333.0108944628@4182302.277439375@37.78657913@-122.40565491@.jpg,"(37.78657913, -122.40565491)","(37.789705, -122.403803)"
@552338.154422384@4182866.934365014@37.79166794@-122.40555573@.jpg,"(37.79166794, -122.40555573)","(37.791431, -122.406157)"
@552273.4351152615@4183537.8080769633@37.79771805@-122.40624237@.jpg,"(37.79771805, -122.40624237)","(37.797889, -122.406375)"
@552331.1103599499@4182389.8791054785@37.78736877@-122.40567017@.jpg,"(37.78736877, -122.40567017)","(37.787688, -122.405541)"
@552338.3508580573@4182836.0382185727@37.79138947@-122.40555573@.jpg,"(37.79138947, -122.40555573)","(37.791509, -122.405894)"
@552338.940164689@4182743.348678443@37.79055405@-122.40555573@_3.jpg,"(37.79055405, -122.40555573)","(37.79042, -122.405582)"
@552328.0981662464@4183392.131917796@37.79640198@-122.40563202@.jpg,"(37.79640198, -122.40563202)","(37.796157, -122.40563)"
@552338.3508580573@4182836.0382185727@37.79138947@-122.40555573@_1.jpg,"(37.79138947, -122.40555573)","(37.805982, -122.418409)"
@552289.9029149448@4182743.0370557248@37.79055405@-122.40611267@_1.jpg,"(37.79055405, -122.40611267)","(37.790484, -122.406248)"
@552338.940164689@4182743.348678443@37.79055405@-122.40555573@.jpg,"(37.79055405, -122.40555573)","(37.790558, -122.405673)"
@552338.940164689@4182743.348678443@37.79055405@-122.40555573@_1.jpg,"(37.79055405, -122.40555573)","(37.790546, -122.405762)"
@552338.940164689@4182743.348678443@37.79055405@-122.40555573@_2.jpg,"(37.79055405, -122.40555573)","(37.790528, -122.405593)"
@552338.940164689@4182743.348678443@37.79055405@-122.40555573@_4.jpg,"(37.79055405, -122.40555573)","(37.790601, -122.405597)"
@552338.940164689@4182743.348678443@37.79055405@-122.40555573@_7.jpg,"(37.79055405, -122.40555573)","(37.790154, -122.401257)"
@552338.9679791101@4183478.5456119184@37.79718018@-122.40550232@.jpg,"(37.79718018, -122.40550232)","(37.79682, -122.405226)"
@552338.940164689@4182743.348678443@37.79055405@-122.40555573@_6.jpg,"(37.79055405, -122.40555573)","(37.790601, -122.405597)"
@552338.940164689@4182743.348678443@37.79055405@-122.40555573@_5.jpg,"(37.79055405, -122.40555573)","(37.790635, -122.405599)"
@552339.1366024546@4182712.4514282993@37.79027557@-122.40555573@.jpg,"(37.79027557, -122.40555573)","(37.790573, -122.40554)"
@552339.5267726526@4182651.081869352@37.78972244@-122.40555573@_4.jpg,"(37.78972244, -122.40555573)","(37.789654, -122.405311)"
@552361.9468554272@4182928.4577334947@37.79222107@-122.40528107@.jpg,"(37.79222107, -122.40528107)","(37.791549, -122.405497)"
@552339.5267726526@4182651.081869352@37.78972244@-122.40555573@_1.jpg,"(37.78972244, -122.40555573)","(37.789681, -122.405411)"
@552339.5267726526@4182651.081869352@37.78972244@-122.40555573@_2.jpg,"(37.78972244, -122.40555573)","(37.789611, -122.405396)"
@552339.5267726526@4182651.081869352@37.78972244@-122.40555573@.jpg,"(37.78972244, -122.40555573)","(37.789681, -122.405411)"
@552339.5267726526@4182651.081869352@37.78972244@-122.40555573@_5.jpg,"(37.78972244, -122.40555573)","(37.789654, -122.405311)"
@552339.72319966@4182620.185733029@37.78944397@-122.40555573@.jpg,"(37.78944397, -122.40555573)","(37.789576, -122.405388)"
@552339.72319966@4182620.185733029@37.78944397@-122.40555573@_1.jpg,"(37.78944397, -122.40555573)","(37.789539, -122.405381)"
@552339.72319966@4182620.185733029@37.78944397@-122.40555573@_4.jpg,"(37.78944397, -122.40555573)","(37.789611, -122.405396)"
@552347.6995073353@4183267.395352304@37.79527664@-122.4054184@.jpg,"(37.79527664, -122.4054184)","(37.795277, -122.405434)"
@552339.72319966@4182620.185733029@37.78944397@-122.40555573@_6.jpg,"(37.78944397, -122.40555573)","(37.789576, -122.405388)"
@552342.9903675937@4183479.840508976@37.79719162@-122.40545654@.jpg,"(37.79719162, -122.40545654)","(37.797079, -122.40563)"
@552339.72319966@4182620.185733029@37.78944397@-122.40555573@_7.jpg,"(37.78944397, -122.40555573)","(37.78974, -122.403811)"
@552339.72319966@4182620.185733029@37.78944397@-122.40555573@_3.jpg,"(37.78944397, -122.40555573)","(37.789626, -122.405534)"
@552354.9813133221@4182544.9427110585@37.78876495@-122.40538788@.jpg,"(37.78876495, -122.40538788)","(37.788654, -122.40521)"
@552339.72319966@4182620.185733029@37.78944397@-122.40555573@_5.jpg,"(37.78944397, -122.40555573)","(37.789626, -122.405534)"
@552339.72319966@4182620.185733029@37.78944397@-122.40555573@_2.jpg,"(37.78944397, -122.40555573)","(37.789434, -122.405361)"
@552357.8732678979@4183568.8195113884@37.79799271@-122.40528107@.jpg,"(37.79799271, -122.40528107)","(37.798005, -122.405461)"
@552355.2222046435@4183563.3004249246@37.79794312@-122.40531158@.jpg,"(37.79794312, -122.40531158)","(37.798016, -122.405373)"
@552361.9468554272@4182928.4577334947@37.79222107@-122.40528107@_1.jpg,"(37.79222107, -122.40528107)","(37.791531, -122.405723)"
@552361.9468554272@4182928.4577334947@37.79222107@-122.40528107@_2.jpg,"(37.79222107, -122.40528107)","(37.791519, -122.4055)"
@552362.3372231408@4182867.0881536803@37.79166794@-122.40528107@.jpg,"(37.79166794, -122.40528107)","(37.79152, -122.40581)"
@552363.3198570679@4182712.605215033@37.79027557@-122.40528107@.jpg,"(37.79027557, -122.40528107)","(37.790608, -122.405271)"
@552363.7102075601@4182651.235655316@37.78972244@-122.40528107@.jpg,"(37.78972244, -122.40528107)","(37.789676, -122.405132)"
@552367.7530397739@4183388.575073167@37.79636765@-122.40518188@.jpg,"(37.79636765, -122.40518188)","(37.79621, -122.405187)"
@552355.8849863212@4183564.5739578553@37.79795456@-122.40530396@.jpg,"(37.79795456, -122.40530396)","(37.798031, -122.405259)"
@552362.5337495853@4182836.1920068525@37.79138947@-122.40528107@.jpg,"(37.79138947, -122.40528107)","(37.796155, -122.408332)"
@552363.7102075601@4182651.235655316@37.78972244@-122.40528107@_1.jpg,"(37.78972244, -122.40528107)","(37.786213, -122.408027)"
@552377.2128578369@4182429.535438762@37.78772354@-122.40514374@.jpg,"(37.78772354, -122.40514374)","(37.787816, -122.404738)"
@552372.6440814807@4183464.3690728326@37.79705048@-122.40512085@.jpg,"(37.79705048, -122.40512085)","(37.7971, -122.405258)"
@552363.1233285302@4182743.5024655634@37.79055405@-122.40528107@.jpg,"(37.79055405, -122.40528107)","(37.790585, -122.405451)"
@552377.0472173163@4182349.9625747413@37.78700638@-122.40515137@.jpg,"(37.78700638, -122.40515137)","(37.78679, -122.405322)"
@552387.7816801409@4182774.556741775@37.79083252@-122.40499878@.jpg,"(37.79083252, -122.40499878)","(37.790646, -122.404961)"
@552388.1749179849@4182712.763347965@37.79027557@-122.40499878@_1.jpg,"(37.79027557, -122.40499878)","(37.790657, -122.40487)"
@552388.129273406@4183564.3552993117@37.79795074@-122.40493774@.jpg,"(37.79795074, -122.40493774)","(37.798097, -122.404953)"
@552387.9782961534@4182743.660598893@37.79055405@-122.40499878@.jpg,"(37.79055405, -122.40499878)","(37.790646, -122.404961)"
@552388.1749179849@4182712.763347965@37.79027557@-122.40499878@.jpg,"(37.79027557, -122.40499878)","(37.790652, -122.404915)"
@552387.1918175931@4182867.246288601@37.79166794@-122.40499878@.jpg,"(37.79166794, -122.40499878)","(37.791473, -122.405853)"
@552388.5654537797@4182651.39378746@37.78972244@-122.40499878@.jpg,"(37.78972244, -122.40499878)","(37.789707, -122.40491)"
@552388.5654537797@4182651.39378746@37.78972244@-122.40499878@_3.jpg,"(37.78972244, -122.40499878)","(37.789718, -122.404822)"
@552410.0029865641@4183082.8289680826@37.79360962@-122.40472412@.jpg,"(37.79360962, -122.40472412)","(37.7928, -122.401079)"
@552405.2932149365@4182450.8775075423@37.78791428@-122.4048233@.jpg,"(37.78791428, -122.4048233)","(37.787816, -122.404738)"
@552410.7871714194@4182959.665954649@37.79249954@-122.40472412@.jpg,"(37.79249954, -122.40472412)","(37.791548, -122.405541)"
@552388.5654537797@4182651.39378746@37.78972244@-122.40499878@_1.jpg,"(37.78972244, -122.40499878)","(37.789718, -122.404822)"
@552386.997886772@4182897.719719103@37.7919426@-122.40499878@.jpg,"(37.7919426, -122.40499878)","(37.791473, -122.405853)"
@552388.5654537797@4182651.39378746@37.78972244@-122.40499878@_4.jpg,"(37.78972244, -122.40499878)","(37.789695, -122.405)"
@552411.3746189638@4182867.4002213376@37.79166794@-122.40472412@.jpg,"(37.79166794, -122.40472412)","(37.791526, -122.405764)"
@552411.3746189638@4182867.4002213376@37.79166794@-122.40472412@_1.jpg,"(37.79166794, -122.40472412)","(37.791514, -122.405852)"
@552377.2128578369@4182429.535438762@37.78772354@-122.40514374@_1.jpg,"(37.78772354, -122.40514374)","(37.787807, -122.405045)"
@552410.8618812341@4182525.8291501096@37.78858948@-122.40475464@.jpg,"(37.78858948, -122.40475464)","(37.788937, -122.405269)"
@552412.7488893013@4182651.547717491@37.78972244@-122.40472412@.jpg,"(37.78972244, -122.40472412)","(37.789718, -122.404822)"
@552411.3746189638@4182867.4002213376@37.79166794@-122.40472412@_2.jpg,"(37.79166794, -122.40472412)","(37.791455, -122.405983)"
@552429.6786618078@4183474.04348386@37.7971344@-122.40447235@.jpg,"(37.7971344, -122.40447235)","(37.797196, -122.404491)"
@552485.9701282447@4182652.014211335@37.78972244@-122.40389252@_4.jpg,"(37.78972244, -122.40389252)","(37.789863, -122.403712)"
@552433.9883441192@4183113.8791341125@37.79388809@-122.40444946@.jpg,"(37.79388809, -122.40444946)","(37.793156, -122.400536)"
@552414.9035880733@4182524.161721569@37.78857422@-122.40470886@.jpg,"(37.78857422, -122.40470886)","(37.788785, -122.404668)"
@552420.8073288356@4182335.42649018@37.78687286@-122.40465546@.jpg,"(37.78687286, -122.40465546)","(37.789924, -122.400552)"
@552434.8704743965@4182553.493093438@37.78883743@-122.40447998@.jpg,"(37.78883743, -122.40447998)","(37.788786, -122.404633)"
@552434.8704743965@4182553.493093438@37.78883743@-122.40447998@_1.jpg,"(37.78883743, -122.40447998)","(37.788786, -122.404633)"
@552436.3446253692@4182743.968532317@37.79055405@-122.40444946@.jpg,"(37.79055405, -122.40444946)","(37.790713, -122.40443)"
@552414.3270480024@4183564.0993662663@37.79794693@-122.4046402@.jpg,"(37.79794693, -122.4046402)","(37.798149, -122.404773)"
@552388.5654537797@4182651.39378746@37.78972244@-122.40499878@_2.jpg,"(37.78972244, -122.40499878)","(37.789707, -122.40491)"
@552436.735524221@4182682.598967396@37.79000092@-122.40444946@.jpg,"(37.79000092, -122.40444946)","(37.782229, -122.413945)"
@552412.5521791651@4182682.44496593@37.79000092@-122.40472412@.jpg,"(37.79000092, -122.40472412)","(37.789746, -122.404602)"
@552436.735524221@4182682.598967396@37.79000092@-122.40444946@_1.jpg,"(37.79000092, -122.40444946)","(37.789795, -122.404247)"
@552437.4972362346@4182352.04051523@37.78702164@-122.40446472@.jpg,"(37.78702164, -122.40446472)","(37.793104, -122.400937)"
@552438.8220396048@4182355.0114264376@37.78704834@-122.40444946@.jpg,"(37.78704834, -122.40444946)","(37.786862, -122.404952)"
@552443.003689558@4182436.7268864242@37.78778458@-122.40439606@.jpg,"(37.78778458, -122.40439606)","(37.787909, -122.403806)"
@552444.9329017047@4182450.283339886@37.78790665@-122.40437317@.jpg,"(37.78790665, -122.40437317)","(37.788757, -122.404857)"
@552450.5466686416@4183361.590060893@37.79611969@-122.40424347@.jpg,"(37.79611969, -122.40424347)","(37.796336, -122.404213)"
@552456.5044564431@4182532.0447898083@37.78864288@-122.40423584@.jpg,"(37.78864288, -122.40423584)","(37.788842, -122.40422)"
@552459.8231383548@4182959.978311181@37.79249954@-122.40416718@_1.jpg,"(37.79249954, -122.40416718)","(37.791658, -122.404476)"
@552459.8231383548@4182959.978311181@37.79249954@-122.40416718@.jpg,"(37.79249954, -122.40416718)","(37.791641, -122.404187)"
@552460.0200366369@4182929.0821584575@37.79222107@-122.40416718@_1.jpg,"(37.79222107, -122.40416718)","(37.79181, -122.403201)"
@552457.2039766868@4183370.943768055@37.79620361@-122.40416718@.jpg,"(37.79620361, -122.40416718)","(37.79634, -122.404169)"
@552461.1987134572@4182744.1268811277@37.79055405@-122.40416718@.jpg,"(37.79055405, -122.40416718)","(37.785802, -122.413121)"
@552460.0200366369@4182929.0821584575@37.79222107@-122.40416718@.jpg,"(37.79222107, -122.40416718)","(37.791675, -122.40427)"
@552461.5897976063@4182682.7573154164@37.79000092@-122.40416718@.jpg,"(37.79000092, -122.40416718)","(37.789823, -122.404026)"
@552461.001822618@4182775.0230251816@37.79083252@-122.40416718@.jpg,"(37.79083252, -122.40416718)","(37.790752, -122.404216)"
@552461.7866918029@4182651.860066193@37.78972244@-122.40416718@.jpg,"(37.78972244, -122.40416718)","(37.789818, -122.404071)"
@552467.9806238713@4183577.138849509@37.79806137@-122.40402985@.jpg,"(37.79806137, -122.40402985)","(37.798213, -122.403847)"
@552461.5897976063@4182682.7573154164@37.79000092@-122.40416718@_1.jpg,"(37.79000092, -122.40416718)","(37.789823, -122.404026)"
@552469.9744824438@4183369.755853678@37.79619217@-122.40402222@.jpg,"(37.79619217, -122.40402222)","(37.796356, -122.404033)"
@552471.9975472714@4183579.2803572873@37.79808044@-122.40398407@.jpg,"(37.79808044, -122.40398407)","(37.798196, -122.403959)"
@552470.659473743@4183578.4252450992@37.79807281@-122.40399933@.jpg,"(37.79807281, -122.40399933)","(37.798207, -122.40387)"
@552477.8200306733@4182349.757689468@37.78699875@-122.40400696@.jpg,"(37.78699875, -122.40400696)","(37.785325, -122.396375)"
@552483.7235654899@4182583.0097273225@37.78910065@-122.40392303@.jpg,"(37.78910065, -122.40392303)","(37.788923, -122.403563)"
@552484.0056695705@4182960.1324601895@37.79249954@-122.40389252@.jpg,"(37.79249954, -122.40389252)","(37.791685, -122.404183)"
@552484.9879143713@4182806.0733177583@37.79111099@-122.40389252@.jpg,"(37.79111099, -122.40389252)","(37.790789, -122.403995)"
@552484.9879143713@4182806.0733177583@37.79111099@-122.40389252@_1.jpg,"(37.79111099, -122.40389252)","(37.790826, -122.403728)"
@552484.658924426@4182541.536606082@37.78872681@-122.40391541@.jpg,"(37.78872681, -122.40391541)","(37.788903, -122.403731)"
@552470.5867620014@4183484.4620463084@37.79722595@-122.40400696@.jpg,"(37.79722595, -122.40400696)","(37.797236, -122.404183)"
@552484.2026586254@4182929.2363070785@37.79222107@-122.40389252@.jpg,"(37.79222107, -122.40389252)","(37.775493, -122.416711)"
@552484.9879143713@4182806.0733177583@37.79111099@-122.40389252@_2.jpg,"(37.79111099, -122.40389252)","(37.784598, -122.398961)"
@552485.184897224@4182775.17717187@37.79083252@-122.40389252@.jpg,"(37.79083252, -122.40389252)","(37.790761, -122.404015)"
@552484.9879143713@4182806.0733177583@37.79111099@-122.40389252@_3.jpg,"(37.79111099, -122.40389252)","(37.790796, -122.404021)"
@552485.184897224@4182775.17717187@37.79083252@-122.40389252@_2.jpg,"(37.79083252, -122.40389252)","(37.790796, -122.404021)"
@552485.184897224@4182775.17717187@37.79083252@-122.40389252@_1.jpg,"(37.79083252, -122.40389252)","(37.790691, -122.404003)"
@552485.184897224@4182775.17717187@37.79083252@-122.40389252@_3.jpg,"(37.79083252, -122.40389252)","(37.790725, -122.404009)"
@552485.9701282447@4182652.014211335@37.78972244@-122.40389252@_2.jpg,"(37.78972244, -122.40389252)","(37.789863, -122.403712)"
@552485.9701282447@4182652.014211335@37.78972244@-122.40389252@_1.jpg,"(37.78972244, -122.40389252)","(37.789951, -122.403854)"
@552485.3818788326@4182744.281027429@37.79055405@-122.40389252@.jpg,"(37.79055405, -122.40389252)","(37.790691, -122.404003)"
@552485.9701282447@4182652.014211335@37.78972244@-122.40389252@_5.jpg,"(37.78972244, -122.40389252)","(37.78974, -122.403811)"
@552485.9701282447@4182652.014211335@37.78972244@-122.40389252@.jpg,"(37.78972244, -122.40389252)","(37.789864, -122.403659)"
@552485.9701282447@4182652.014211335@37.78972244@-122.40389252@_3.jpg,"(37.78972244, -122.40389252)","(37.789811, -122.403826)"
@552487.6079809321@4182395.108208027@37.78740692@-122.40389252@.jpg,"(37.78740692, -122.40389252)","(37.787741, -122.4035)"
@552489.0514782533@4182379.4573517377@37.78726578@-122.40387726@.jpg,"(37.78726578, -122.40387726)","(37.78975, -122.400776)"
